INCOME,INCOME_TYPE,User,EDUCATION_TYPE
166500,Working,5114126,Secondary / secondary special
166500,Working,5114125,Secondary / secondary special
166500,Working,5114124,Secondary / secondary special
157500,Working,5114116,Secondary / secondary special
157500,Working,5114114,Secondary / secondary special
157500,Working,5114113,Secondary / secondary special
157500,Working,5114112,Secondary / secondary special
225000,Commercial associate,5114109,Secondary / secondary special
225000,Commercial associate,5114108,Secondary / secondary special
225000,Commercial associate,5114107,Secondary / secondary special
225000,Commercial associate,5114106,Secondary / secondary special
135000,Working,5114102,Lower secondary
135000,Working,5114101,Lower secondary
135000,Working,5114100,Lower secondary
135000,Working,5114099,Lower secondary
135000,Working,5114098,Lower secondary
135000,Working,5114094,Lower secondary
135000,Working,5114092,Lower secondary
90000,Working,5114080,Secondary / secondary special
90000,Working,5114079,Secondary / secondary special
130500,Working,5114078,Secondary / secondary special
130500,Working,5114077,Secondary / secondary special
130500,Working,5114076,Secondary / secondary special
130500,Working,5114075,Secondary / secondary special
130500,Working,5114074,Secondary / secondary special
130500,Working,5114073,Secondary / secondary special
135000,Working,5114072,Secondary / secondary special
135000,Working,5114071,Secondary / secondary special
180000,State servant,5114070,Secondary / secondary special
180000,State servant,5114069,Secondary / secondary special
180000,State servant,5114068,Secondary / secondary special
180000,State servant,5114067,Secondary / secondary special
180000,State servant,5114065,Secondary / secondary special
180000,State servant,5114064,Secondary / secondary special
112500,Working,5114059,Higher education
112500,Working,5114057,Higher education
112500,Working,5114056,Higher education
135000,Working,5114025,Secondary / secondary special
135000,Working,5114024,Secondary / secondary special
135000,Working,5114023,Secondary / secondary special
135000,Working,5114022,Secondary / secondary special
180000,Working,5114021,Higher education
180000,Working,5114020,Higher education
180000,Working,5114019,Higher education
180000,Working,5114018,Higher education
180000,Working,5114017,Higher education
225000,Working,5114016,Secondary / secondary special
225000,Working,5114015,Secondary / secondary special
225000,Working,5114014,Secondary / secondary special
202500,Working,5114010,Secondary / secondary special
202500,Working,5114009,Secondary / secondary special
202500,Working,5114008,Secondary / secondary special
202500,Working,5114007,Secondary / secondary special
202500,Working,5114006,Secondary / secondary special
202500,Working,5114005,Secondary / secondary special
202500,Working,5114004,Secondary / secondary special
202500,Working,5114003,Secondary / secondary special
202500,Working,5114002,Secondary / secondary special
202500,Working,5114001,Secondary / secondary special
202500,Working,5114000,Secondary / secondary special
202500,Working,5113999,Secondary / secondary special
202500,Working,5113998,Secondary / secondary special
202500,Working,5113997,Secondary / secondary special
202500,Working,5113996,Secondary / secondary special
202500,Working,5113995,Secondary / secondary special
202500,Working,5113994,Secondary / secondary special
202500,Working,5113993,Secondary / secondary special
202500,Working,5113992,Secondary / secondary special
247500,Working,5113990,Secondary / secondary special
247500,Working,5113989,Secondary / secondary special
247500,Working,5113988,Secondary / secondary special
247500,Working,5113987,Secondary / secondary special
81000,Working,5113986,Secondary / secondary special
270000,Working,5113984,Incomplete higher
270000,Working,5113983,Incomplete higher
270000,Working,5113982,Incomplete higher
270000,Working,5113981,Incomplete higher
270000,Working,5113980,Incomplete higher
270000,Working,5113979,Incomplete higher
270000,Working,5113978,Incomplete higher
270000,Working,5113977,Incomplete higher
270000,Working,5113976,Incomplete higher
360000,Commercial associate,5113975,Secondary / secondary special
360000,Commercial associate,5113974,Secondary / secondary special
360000,Commercial associate,5113973,Secondary / secondary special
360000,Commercial associate,5113972,Secondary / secondary special
360000,Commercial associate,5113970,Secondary / secondary special
360000,Commercial associate,5113969,Secondary / secondary special
360000,Commercial associate,5113968,Secondary / secondary special
247500,Working,5113967,Incomplete higher
247500,Working,5113966,Incomplete higher
247500,Working,5113965,Incomplete higher
247500,Working,5113964,Incomplete higher
247500,Working,5113963,Incomplete higher
247500,Working,5113962,Incomplete higher
247500,Working,5113961,Incomplete higher
135000,Working,5113960,Secondary / secondary special
135000,Working,5113959,Secondary / secondary special
67500,State servant,5113958,Secondary / secondary special
67500,State servant,5113957,Secondary / secondary special
67500,State servant,5113956,Secondary / secondary special
67500,State servant,5113955,Secondary / secondary special
67500,State servant,5113954,Secondary / secondary special
360000,Commercial associate,5113953,Higher education
153000,Working,5113952,Secondary / secondary special
112500,Working,5113948,Secondary / secondary special
112500,Working,5113947,Secondary / secondary special
112500,Working,5113946,Secondary / secondary special
225000,Working,5113912,Secondary / secondary special
225000,Working,5113911,Secondary / secondary special
225000,Working,5113910,Secondary / secondary special
225000,Working,5113909,Secondary / secondary special
225000,Working,5113908,Secondary / secondary special
225000,Working,5113907,Secondary / secondary special
225000,Working,5113906,Secondary / secondary special
225000,Working,5113905,Secondary / secondary special
225000,Working,5113904,Secondary / secondary special
225000,Working,5113903,Secondary / secondary special
225000,Working,5113902,Secondary / secondary special
225000,Working,5113900,Secondary / secondary special
225000,Working,5113899,Secondary / secondary special
162000,Working,5113897,Secondary / secondary special
162000,Working,5113896,Secondary / secondary special
162000,Working,5113895,Secondary / secondary special
162000,Working,5113894,Secondary / secondary special
162000,Working,5113893,Secondary / secondary special
162000,Working,5113890,Secondary / secondary special
162000,Working,5113889,Secondary / secondary special
162000,Working,5113888,Secondary / secondary special
180000,State servant,5113885,Higher education
180000,State servant,5113884,Higher education
180000,State servant,5113883,Higher education
180000,State servant,5113881,Higher education
180000,State servant,5113880,Higher education
382500,Working,5113875,Higher education
90000,Working,5113874,Secondary / secondary special
90000,Working,5113873,Secondary / secondary special
90000,Working,5113872,Secondary / secondary special
90000,Working,5113871,Secondary / secondary special
90000,Working,5113870,Secondary / secondary special
90000,Working,5113869,Secondary / secondary special
90000,Working,5113868,Secondary / secondary special
90000,Working,5113867,Secondary / secondary special
90000,Working,5113866,Secondary / secondary special
135000,Working,5113865,Secondary / secondary special
